cave,country,countryCode,county,id,latitude,locations,longitude,name,names,region,riggings,massifs,massif
Blue Pearl Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90520,37.31367816,,-91.42505236,Blue Pearl Cave,Blue Pearl Cave,Missouri,,,
Shelton Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Pulaski County,90474,37.79306746,,-92.40307169,Shelton Cave,Shelton Cave,Missouri,,,
Blue Spring Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90521,37.054817,,-91.639007,Blue Spring Cave,Blue Spring Cave,Missouri,,,
Sieb Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Pulaski County,90475,37.88510399,,-92.06074795,Sieb Cave,Sieb Cave,Missouri,,,
Branson Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90522,37.16028,,-91.46583,Branson Cave,Branson Cave,Missouri,,,
Skagg's Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Pulaski County,90476,37.88408665,,-92.2421045,Skagg's Cave,Skagg's Cave,Missouri,,,
Bunker Hill Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90523,37.061479,,-91.569157,Bunker Hill Cave,Bunker Hill Cave,Missouri,,,
Smith Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Pulaski County,90477,37.87184268,,-92.29012068,Smith Cave,Smith Cave,Missouri,,,
Cave Hollow Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90524,37.21639,,-91.33722,Cave Hollow Cave,Cave Hollow Cave,Missouri,,,
Spencer Cave #1,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Pulaski County,90478,37.908348,,-92.273269,Spencer Cave #1,Spencer Cave #1,Missouri,,,
Cave Spring,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90525,37.194339,,-91.552076,Cave Spring,Cave Spring,Missouri,,,
Spencer Cave #2,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Pulaski County,90479,37.90368806,,-92.26843597,Spencer Cave #2,Spencer Cave #2,Missouri,,,
Cave Spring Cave #1,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90526,36.894552,,-91.494999,Cave Spring Cave #1,Cave Spring Cave #1,Missouri,,,
Spring Branch Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Pulaski County,90480,37.93849223,,-92.04921309,Spring Branch Cave,Spring Branch Cave,Missouri,,,
Devil's Well Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90532,37.37583,,-91.49111,Devil's Well Cave,Devil's Well Cave,Missouri,,,
Twin Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Pulaski County,90486,37.88583,,-92.06444,Twin Cave,Twin Cave,Missouri,,,
Enlow Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90533,37.35778,,-91.39278,Enlow Cave,Enlow Cave,Missouri,,,
Unnamed Cave #1,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Pulaski County,90487,37.83093894,,-92.20771181,Unnamed Cave #1,Unnamed Cave #1,Missouri,,,
Jam Up Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90535,37.03861,,-91.60583,Jam Up Cave,Jam Up Cave,Missouri,,,
Merritt Rock Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90544,37.31222,,-91.42889,Merritt Rock Cave,Merritt Rock Cave,Missouri,,,
Woodruff Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Pulaski County,90497,37.8206564,,-92.17795783,Woodruff Cave,Woodruff Cave,Missouri,,,
Peter Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90546,37.164729,,-91.497274,Peter Cave,Peter Cave,Missouri,,,
Boling Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Ralls County,90499,39.62917,,-91.49333,Boling Cave,Boling Cave,Missouri,,,
Peter Renfro Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90547,37.10083,,-91.57778,Peter Renfro Cave,Peter Renfro Cave,Missouri,,,
Powder Mill Creek Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90548,37.19221,,-91.17234,Powder Mill Creek Cave,Powder Mill Creek Cave,Missouri,,,
Rock House Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90549,37.342543,,-91.47441,Rock House Cave,Rock House Cave,Missouri,,,
Rocky Falls Shutins Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90550,37.094519,,-91.209269,Rocky Falls Shutins Cave,Rocky Falls Shutins Cave,Missouri,,,
Round Spring Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90551,37.2803,,-91.4154,Round Spring Cave,Round Spring Cave,Missouri,,,
Sinkin Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90552,37.35430671,,-91.3662934,Sinkin Cave,Sinkin Cave,Missouri,,,
Stevens Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90553,37.34956274,,-91.39585131,Stevens Cave,Stevens Cave,Missouri,,,
Sycamore Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90554,37.067951,,-91.527443,Sycamore Cave,Sycamore Cave,Missouri,,,
Turner Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90555,37.37889,,-91.20444,Turner Cave,Turner Cave,Missouri,,,
Unnamed Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90556,37.34635854,,-91.39297676,Unnamed Cave,Unnamed Cave,Missouri,,,
Wallace Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90557,37.37937738,,-91.49505881,Wallace Cave,Wallace Cave,Missouri,,,
Wallace Well Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90558,37.363462,,-91.494836,Wallace Well Cave,Wallace Well Cave,Missouri,,,
Welch Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90559,37.394254,,-91.573974,Welch Cave,Welch Cave,Missouri,,,
Welch Spring Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90560,37.393879,,-91.574117,Welch Spring Cave,Welch Spring Cave,Missouri,,,
Whaley Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Shannon County,90561,37.37528,,-91.39694,Whaley Cave,Whaley Cave,Missouri,,,
Bat Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,St. Clair County,90562,37.92194,,-93.8225,Bat Cave,Bat Cave,Missouri,,,
Boy Scout Camp Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,St. Clair County,90563,38.09530167,,-93.56582204,Boy Scout Camp Cave,Boy Scout Camp Cave,Missouri,,,
Cleveland Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,St. Clair County,90564,38.03556,,-93.84333,Cleveland Cave,Cleveland Cave,Missouri,,,
Rock House Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,St. Clair County,90565,37.99861,,-93.92917,Rock House Cave,Rock House Cave,Missouri,,,
Rockhouse Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,St. Clair County,90566,37.94,,-93.79472,Rockhouse Cave,Rockhouse Cave,Missouri,,,
Flicks Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,St. Francois County,90567,38.01944,,-90.63694,Flicks Cave,Flicks Cave,Missouri,,,
Brother Hubert's Pit,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Franklin County,90568,38.54562746,,-91.24886418,Brother Hubert's Pit,Brother Hubert's Pit,Missouri,,,
Cherokee Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,,90569,38.591466,,-90.215637,Cherokee Cave,Cherokee Cave,Missouri,,,
Rankin Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Saint Louis County,90570,38.50791603,,-90.55597858,Rankin Cave,Rankin Cave,Missouri,,,
Schneider's Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,,90571,38.620027,,-90.207991,Schneider's Cave,Schneider's Cave,Missouri,,,
Stifel Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,,90572,38.62819,,-90.20544,Stifel Cave,Stifel Cave,Missouri,,,
Uhrigs Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,,90573,38.635081,,-90.213194,Uhrigs Cave,Uhrigs Cave,Missouri,,,
Unnamed Cave #2,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,,90574,38.6156,,-90.311524,Unnamed Cave #2,Unnamed Cave #2,Missouri,,,
Unnamed Cave #4,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,,90575,38.611344,,-90.303432,Unnamed Cave #4,Unnamed Cave #4,Missouri,,,
Unnamed Cave #5,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,,90576,38.657729,,-90.217899,Unnamed Cave #5,Unnamed Cave #5,Missouri,,,
Double Archs Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Sainte Genevieve County,90577,37.803376,,-90.297704,Double Archs Cave,Double Archs Cave,Missouri,,,
Fallert Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Sainte Genevieve County,90578,38.01,,-90.08333,Fallert Cave,Fallert Cave,Missouri,,,
Gillam Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Sainte Genevieve County,90579,37.91861,,-90.00722,Gillam Cave,Gillam Cave,Missouri,,,
Kohms Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Sainte Genevieve County,90580,37.96,,-90.05972,Kohms Cave,Kohms Cave,Missouri,,,
Simms Pit,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Sainte Genevieve County,90581,38.00611,,-90.09,Simms Pit,Simms Pit,Missouri,,,
Forked Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stoddard County,90582,36.96134467,,-90.18368039,Forked Cave,Forked Cave,Missouri,,,
Rockhouse Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stoddard County,90583,36.96349173,,-90.16793284,Rockhouse Cave,Rockhouse Cave,Missouri,,,
Cave Spring,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90584,36.850265,,-93.498717,Cave Spring,Cave Spring,Missouri,,,
Cedar Bluff Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90585,36.89873,,-93.519171,Cedar Bluff Cave,Cedar Bluff Cave,Missouri,,,
Dillo Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90586,36.78909536,,-93.40353782,Dillo Cave,Dillo Cave,Missouri,,,
Fairy Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90587,36.677266,,-93.377625,Fairy Cave,Fairy Cave,Missouri,,,
Gentry Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90588,36.78935583,,-93.48147111,Gentry Cave,Gentry Cave,Missouri,,,
Gideon Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90589,36.950886,,-93.495798,Gideon Cave,Gideon Cave,Missouri,,,
Hayes Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90590,36.917372,,-93.448806,Hayes Cave,Hayes Cave,Missouri,,,
Hooten Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90591,36.940563,,-93.393059,Hooten Cave,Hooten Cave,Missouri,,,
Indian Creek Caverns,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90592,36.667937,,-93.378081,Indian Creek Caverns,Indian Creek Caverns,Missouri,,,
James River Arch Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90593,36.92787,,-93.395033,James River Arch Cave,James River Arch Cave,Missouri,,,
Keithley Cave #1,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90594,36.740741,,-93.316626,Keithley Cave #1,Keithley Cave #1,Missouri,,,
Keithley Cave #2,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90595,36.73277584,,-93.3174792,Keithley Cave #2,Keithley Cave #2,Missouri,,,
Marvel Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90596,36.699783,,-93.336851,Marvel Cave,Marvel Cave,Missouri,,,
Mead Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90597,36.6706712,,-93.38731122,Mead Cave,Mead Cave,Missouri,,,
Mud Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90598,36.93083,,-93.405,Mud Cave,Mud Cave,Missouri,,,
Old Clubhouse Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90599,36.946668,,-93.37967,Old Clubhouse Cave,Old Clubhouse Cave,Missouri,,,
Old Spanish Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90600,36.800234,,-93.342564,Old Spanish Cave,Old Spanish Cave,Missouri,,,
Powell's Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90601,36.675441,,-93.379369,Powell's Cave,Powell's Cave,Missouri,,,
Reeds Spring Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90602,36.750034,,-93.377938,Reeds Spring Cave,Reeds Spring Cave,Missouri,,,
Robbers' Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90603,36.79637896,,-93.38931165,Robbers' Cave,Robbers' Cave,Missouri,,,
Shelvin Rock Access Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90604,36.992339,,-93.359714,Shelvin Rock Access Cave,Shelvin Rock Access Cave,Missouri,,,
Spurlock Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90605,36.533674,,-93.346496,Spurlock Cave,Spurlock Cave,Missouri,,,
Talking Rock Caverns,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90606,36.676886,,-93.376923,Talking Rock Caverns,Talking Rock Caverns,Missouri,,,
Tin Can Hollow Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90607,36.9172,,-93.498416,Tin Can Hollow Cave,Tin Can Hollow Cave,Missouri,,,
Woods Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90608,36.79270091,,-93.38031305,Woods Cave,Woods Cave,Missouri,,,
Woody Lane Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Stone County,90609,36.688829,,-93.365207,Woody Lane Cave,Woody Lane Cave,Missouri,,,
Anderson Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Christian County,90610,36.815967,,-93.183439,Anderson Cave,Anderson Cave,Missouri,,,
Baldknobber's Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Christian County,90611,36.813546,,-93.115182,Baldknobber's Cave,Baldknobber's Cave,Missouri,,,
Bear Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90612,36.554913,,-92.803102,Bear Cave,Bear Cave,Missouri,,,
