cave,country,countryCode,county,id,latitude,locations,longitude,name,names,region,riggings,massifs,massif
Low Arch Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90083,37.279376,,-93.302781,Low Arch Cave,Low Arch Cave,Missouri,,,
Low Water Bridge Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90084,37.321233,,-93.604771,Low Water Bridge Cave,Low Water Bridge Cave,Missouri,,,
Meyer Mine,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90085,37.174979,,-93.195546,Meyer Mine,Meyer Mine,Missouri,,,
Mill St Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90086,37.207655,,-93.21295,Mill St Cave,Mill St Cave,Missouri,,,
Minch Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90087,37.142298,,-93.362902,Minch Cave,Minch Cave,Missouri,,,
Moore's Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90088,37.16323267,,-93.35104819,Moore's Cave,Moore's Cave,Missouri,,,
Moss Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90089,37.115636,,-93.211291,Moss Cave,Moss Cave,Missouri,,,
New Property Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90090,37.333041,,-93.568068,New Property Cave,New Property Cave,Missouri,,,
Nixon Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90091,37.173504,,-93.195662,Nixon Cave,Nixon Cave,Missouri,,,
P.B. Cave #1,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90092,37.396109,,-93.105219,P.B. Cave #1,P.B. Cave #1,Missouri,,,
P.B. Cave #2,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90093,37.396109,,-93.105219,P.B. Cave #2,P.B. Cave #2,Missouri,,,
P.B. Cave #3,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90094,37.396109,,-93.105219,P.B. Cave #3,P.B. Cave #3,Missouri,,,
P.B. Cave #4,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90095,37.396109,,-93.105219,P.B. Cave #4,P.B. Cave #4,Missouri,,,
Palmeroy Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90096,37.374053,,-93.101013,Palmeroy Cave,Palmeroy Cave,Missouri,,,
Panther Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90097,37.116744,,-93.443549,Panther Cave,Panther Cave,Missouri,,,
Pfaff Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90098,37.181998,,-93.36617,Pfaff Cave,Pfaff Cave,Missouri,,,
Pickerel Creek Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90099,37.122891,,-93.55618,Pickerel Creek Cave,Pickerel Creek Cave,Missouri,,,
Possum Pit,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90100,37.281036,,-93.346474,Possum Pit,Possum Pit,Missouri,,,
Property Sink,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90101,37.152005,,-93.32036,Property Sink,Property Sink,Missouri,,,
Ritter Spring Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90102,37.281463,,-93.340187,Ritter Spring Cave,Ritter Spring Cave,Missouri,,,
River Bluff Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90103,37.106362,,-93.325118,River Bluff Cave,River Bluff Cave,Missouri,,,
River Hideway Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90104,37.124165,,-93.243856,River Hideway Cave,River Hideway Cave,Missouri,,,
Roundtree Spring Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90105,37.145252,,-93.368619,Roundtree Spring Cave,Roundtree Spring Cave,Missouri,,,
Royal Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90106,37.190545,,-93.2029,Royal Cave,Royal Cave,Missouri,,,
Sequiota Park Caves,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90107,37.147627,,-93.23674,Sequiota Park Caves,Sequiota Park Caves,Missouri,,,
Shelf Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Christian County,90108,37.09333,,-93.31806,Shelf Cave,Shelf Cave,Missouri,,,
Siphon Springs Cave Entrance #2,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90109,37.098267,,-93.2688,Siphon Springs Cave Entrance #2,Siphon Springs Cave Entrance #2,Missouri,,,
Siphon Springs Cave Main Entrance,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90110,37.099597,,-93.26655,Siphon Springs Cave Main Entrance,Siphon Springs Cave Main Entrance,Missouri,,,
Skylight Cave River Entrance,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90111,37.313315,,-93.598537,Skylight Cave River Entrance,Skylight Cave River Entrance,Missouri,,,
Skylight Cave Sewer Entrance,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90112,37.313571,,-93.595877,Skylight Cave Sewer Entrance,Skylight Cave Sewer Entrance,Missouri,,,
Skylight Cave Skylight Entrance,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90113,37.312769,,-93.597722,Skylight Cave Skylight Entrance,Skylight Cave Skylight Entrance,Missouri,,,
Smalley's Sinkhole Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90114,37.285941,,-93.357834,Smalley's Sinkhole Cave,Smalley's Sinkhole Cave,Missouri,,,
Snow Cave #1,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90115,37.17683,,-93.194712,Snow Cave #1,Snow Cave #1,Missouri,,,
Snow Cave #2,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90116,37.172805,,-93.206763,Snow Cave #2,Snow Cave #2,Missouri,,,
South Creek Greenway Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90117,37.152555,,-93.369147,South Creek Greenway Cave,South Creek Greenway Cave,Missouri,,,
Spring Celler Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90118,37.161626,,-93.207912,Spring Celler Cave,Spring Celler Cave,Missouri,,,
Steury Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90119,37.20377989,,-93.22685313,Steury Cave,Steury Cave,Missouri,,,
Suprise Sink Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90120,37.151271,,-93.245291,Suprise Sink Cave,Suprise Sink Cave,Missouri,,,
Tatum Chapel Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90121,37.251067,,-93.444342,Tatum Chapel Cave,Tatum Chapel Cave,Missouri,,,
Toombs' Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90122,37.181315,,-93.147406,Toombs' Cave,Toombs' Cave,Missouri,,,
Trace Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90123,37.278866,,-93.30255,Trace Cave,Trace Cave,Missouri,,,
Transient Camp Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90124,37.260323,,-93.326969,Transient Camp Cave,Transient Camp Cave,Missouri,,,
Turkey Roost Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90125,37.161308,,-93.175735,Turkey Roost Cave,Turkey Roost Cave,Missouri,,,
Turtle Hatch Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90126,37.153236,,-93.215432,Turtle Hatch Cave,Turtle Hatch Cave,Missouri,,,
Valley Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90127,37.275223,,-93.306316,Valley Cave,Valley Cave,Missouri,,,
Ward Cave #1,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90128,37.107981,,-93.330615,Ward Cave #1,Ward Cave #1,Missouri,,,
Ward Cave #2,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90129,37.114905,,-93.31808,Ward Cave #2,Ward Cave #2,Missouri,,,
Ward Spring,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90130,37.126164,,-93.299388,Ward Spring,Ward Spring,Missouri,,,
Ward Spring Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90131,37.127113,,-93.295718,Ward Spring Cave,Ward Spring Cave,Missouri,,,
Water Mill Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90132,37.261348,,-93.247361,Water Mill Cave,Water Mill Cave,Missouri,,,
Watkin's Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90133,37.28119,,-93.48906,Watkin's Cave,Watkin's Cave,Missouri,,,
Williams Spring Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90134,37.288941,,-93.353405,Williams Spring Cave,Williams Spring Cave,Missouri,,,
Winkoa Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90135,37.121941,,-93.224487,Winkoa Cave,Winkoa Cave,Missouri,,,
Winoka North Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90136,37.122891,,-93.223286,Winoka North Cave,Winoka North Cave,Missouri,,,
Witch Pits (The),"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90137,37.160573,,-93.185542,Witch Pits (The),Witch Pits (The),Missouri,,,
Zio's Pit,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90138,37.14061,,-93.277335,Zio's Pit,Zio's Pit,Missouri,,,
Almon Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Hickory County,90139,38.04923612,,-93.0913034,Almon Cave,Almon Cave,Missouri,,,
Blackwell Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Hickory County,90140,37.96694,,-93.31889,Blackwell Cave,Blackwell Cave,Missouri,,,
Elkton Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Hickory County,90141,37.84967152,,-93.41053519,Elkton Cave,Elkton Cave,Missouri,,,
Siphon Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Hickory County,90142,37.9525,,-93.38389,Siphon Cave,Siphon Cave,Missouri,,,
Devil's Den Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Howell County,90143,36.582762,,-91.782489,Devil's Den Cave,Devil's Den Cave,Missouri,,,
Little Creek Cave #1,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Howell County,90144,36.875707,,-91.716571,Little Creek Cave #1,Little Creek Cave #1,Missouri,,,
Little Creek Cave #2,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Howell County,90145,36.878591,,-91.710262,Little Creek Cave #2,Little Creek Cave #2,Missouri,,,
Little Creek Cave #3,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Howell County,90146,36.885628,,-91.70155,Little Creek Cave #3,Little Creek Cave #3,Missouri,,,
Onyx Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Howell County,90147,36.87861,,-91.71,Onyx Cave,Onyx Cave,Missouri,,,
Robertson Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Howell County,90148,36.92030975,,-91.96954146,Robertson Cave,Robertson Cave,Missouri,,,
Sinks (The),"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Howell County,90149,36.761544,,-92.081952,Sinks (The),Sinks (The),Missouri,,,
Squeeze Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Howell County,90150,36.932159,,-91.786866,Squeeze Cave,Squeeze Cave,Missouri,,,
Stalactite Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Howell County,90151,36.69361,,-91.75583,Stalactite Cave,Stalactite Cave,Missouri,,,
Tabor Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Howell County,90152,36.79139,,-92.10611,Tabor Cave,Tabor Cave,Missouri,,,
Carl Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Iron County,90153,37.73778,,-91.05167,Carl Cave,Carl Cave,Missouri,,,
Mina Sauk Falls Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Iron County,90154,37.562473,,-90.740762,Mina Sauk Falls Cave,Mina Sauk Falls Cave,Missouri,,,
Peter Cave #1,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Iron County,90155,37.64528,,-90.9225,Peter Cave #1,Peter Cave #1,Missouri,,,
Peter Cave #2,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Iron County,90156,37.64778,,-90.92361,Peter Cave #2,Peter Cave #2,Missouri,,,
Round Mouth Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Iron County,90157,37.39222,,-90.69472,Round Mouth Cave,Round Mouth Cave,Missouri,,,
Turkey Foot Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Iron County,90158,37.53667,,-90.59444,Turkey Foot Cave,Turkey Foot Cave,Missouri,,,
Cave Spring Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Jasper County,90159,37.11231079,,-94.07299208,Cave Spring Cave,Cave Spring Cave,Missouri,,,
Crystal Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Jasper County,90160,37.0888581,,-94.52446991,Crystal Cave,Crystal Cave,Missouri,,,
Mennonite Cave Spring,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Jasper County,90161,37.110845,,-94.062109,Mennonite Cave Spring,Mennonite Cave Spring,Missouri,,,
Mammoth Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Jefferson County,90162,38.12139,,-90.67472,Mammoth Cave,Mammoth Cave,Missouri,,,
Pleasant Valley Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Jefferson County,90163,38.46358865,,-90.57043996,Pleasant Valley Cave,Pleasant Valley Cave,Missouri,,,
Rice Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Jefferson County,90164,38.32,,-90.474,Rice Cave,Rice Cave,Missouri,,,
Abo Rockhouse Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90165,37.69502728,,-92.48218321,Abo Rockhouse Cave,Abo Rockhouse Cave,Missouri,,,
Adkins Sink,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90166,37.682768,,-92.700663,Adkins Sink,Adkins Sink,Missouri,,,
Bat Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90167,37.525384,,-92.60509,Bat Cave,Bat Cave,Missouri,,,
Bear Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90168,37.74433428,,-92.82919412,Bear Cave,Bear Cave,Missouri,,,
Bennett Springs Natural Bridge Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90169,37.68552279,,-92.81993744,Bennett Springs Natural Bridge Cave,Bennett Springs Natural Bridge Cave,Missouri,,,
Bumgardner Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90170,37.86600627,,-92.85330518,Bumgardner Cave,Bumgardner Cave,Missouri,,,
Coffin Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90171,37.779933,,-92.850791,Coffin Cave,Coffin Cave,Missouri,,,
